id,bccc_path_fixed,sample_reason,review_pending,primary_class,n_pos,pragma,Class01:ExternalBug,Class02:GasException,Class03:MishandledException,Class04:Timestamp,Class06:UnusedReturn,Class08:CallToUnknown,Class09:DenialOfService,Class10:IntegerUO,Class11:Reentrancy,Class12:NonVulnerable,slither_status,slither_hits,agreement_per_class,disagreement_score
0339fd5700a29ef1832845940cecf2c4b10beb2b756ffc4dea39bd3060871770,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0339fd5700a29ef1832845940cecf2c4b10beb2b756ffc4dea39bd3060871770.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0341037006feb0375f0f934e8479f540e954a7e8b00dfc6eaadf37c3cdd92d72,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0341037006feb0375f0f934e8479f540e954a7e8b00dfc6eaadf37c3cdd92d72.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0368a48a1fd711a64e9c2a8b1c08c9cf70f19dc47396b85c609ef49ac59eecce,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0368a48a1fd711a64e9c2a8b1c08c9cf70f19dc47396b85c609ef49ac59eecce.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
038c927f4c6536673a82c81eb8bf43d759100372282aa16f305e61537243a2b6,BCCC-SCsVul-2024/SourceCodes/IntegerUO/038c927f4c6536673a82c81eb8bf43d759100372282aa16f305e61537243a2b6.sol,review_pending,1,IntegerUO,2,^0.4.20,0,0,0,0,0,0,0,1,0,1,,,,-1
038ce3bf42824546ac5d2efb60bfc4ff45a357e62d3764862c2c1f39601a2d0e,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/038ce3bf42824546ac5d2efb60bfc4ff45a357e62d3764862c2c1f39601a2d0e.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
03c9f2168ddbb7bfafb2bd909c5a27c188c942e48dca7baecec5373cf561555a,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/03c9f2168ddbb7bfafb2bd909c5a27c188c942e48dca7baecec5373cf561555a.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
043199776826c8f36fbb23a594c2464f9891f0fcc2d239f9b939c16088a01112,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/043199776826c8f36fbb23a594c2464f9891f0fcc2d239f9b939c16088a01112.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
047b1765cb92f403300ed7e0b07a71d0bcb4dca61a5bfc68b472dd353da74b5d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/047b1765cb92f403300ed7e0b07a71d0bcb4dca61a5bfc68b472dd353da74b5d.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
049100f0cd7db2d0c7fcc13671a5030a9edec5412240357eb33a6b2535f9074d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/049100f0cd7db2d0c7fcc13671a5030a9edec5412240357eb33a6b2535f9074d.sol,review_pending,1,CallToUnknown,3,^0.4.16,0,0,0,0,0,1,0,0,1,1,,,,-1
04e386a6fd32aa9d0f65ec6e80a0273685c2cef6efdc7350786cf9b916bfd562,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/04e386a6fd32aa9d0f65ec6e80a0273685c2cef6efdc7350786cf9b916bfd562.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
05f376eda0339757e08b015c4ce87c99c985f6f541a8116d9f88c2121f307e3a,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/05f376eda0339757e08b015c4ce87c99c985f6f541a8116d9f88c2121f307e3a.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
065056682853c8afe29a2734db917d4c5c3073f6108fa855cc4f2bcb6a653cf8,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/065056682853c8afe29a2734db917d4c5c3073f6108fa855cc4f2bcb6a653cf8.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
06ad1dd7775549c700dd2cf5b2f1b8dd25da3a5899d72a274c07da4bd0ecf5ee,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/06ad1dd7775549c700dd2cf5b2f1b8dd25da3a5899d72a274c07da4bd0ecf5ee.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
06baa365091c3211d934ae5c33e78a1762765895e06b47c304afc53475155bf7,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/06baa365091c3211d934ae5c33e78a1762765895e06b47c304afc53475155bf7.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
06d360e1acd3cdb6e5ba3837d10ff7a9cd2b84b67bd725d319419487ce341984,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/06d360e1acd3cdb6e5ba3837d10ff7a9cd2b84b67bd725d319419487ce341984.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0798022f2f2d87b44c2167eeac541becab8b5c38cc0555e0b26dfddbcb143b5b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0798022f2f2d87b44c2167eeac541becab8b5c38cc0555e0b26dfddbcb143b5b.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
07cfa2fb9c8f9e207c77df8a0ca007d4f9daad9237170e28e06a5af585c73245,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/07cfa2fb9c8f9e207c77df8a0ca007d4f9daad9237170e28e06a5af585c73245.sol,review_pending,1,CallToUnknown,3,^0.4.10,0,0,0,0,0,1,0,0,1,1,,,,-1
07d24c95b2c2e2e96f95add3bde7ce2453b2bb773826c0162d22ff5295db6428,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/07d24c95b2c2e2e96f95add3bde7ce2453b2bb773826c0162d22ff5295db6428.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
07eca8bb720c023bd8e84778f730358d0b33a4a712d0e22d3a962821a61b1cef,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/07eca8bb720c023bd8e84778f730358d0b33a4a712d0e22d3a962821a61b1cef.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0842ed00776484ff893b4cc7aaa4c9e71cda3efe571cd71511f9ef7eb1195881,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0842ed00776484ff893b4cc7aaa4c9e71cda3efe571cd71511f9ef7eb1195881.sol,review_pending,1,CallToUnknown,3,^0.4.17,0,0,0,0,0,1,0,0,1,1,,,,-1
08525df5aea6bd924bad78e111ae8e40ba2aeae6040e8cac158ae739aa4f198d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/08525df5aea6bd924bad78e111ae8e40ba2aeae6040e8cac158ae739aa4f198d.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0892d17a17549ed592c06a606f8b80971c364088c36e4ba0f3aa84879f7c09ba,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0892d17a17549ed592c06a606f8b80971c364088c36e4ba0f3aa84879f7c09ba.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
095c30643f6d49777f672381281c3799b4f6022548abd0dc4750b03ab820f8cd,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/095c30643f6d49777f672381281c3799b4f6022548abd0dc4750b03ab820f8cd.sol,review_pending,1,CallToUnknown,3,^0.4.13,0,0,0,0,0,1,0,0,1,1,,,,-1
096e5f1071df15c703e04e04fc9d641250ca8bd3337bda5d7caa596ba4916d15,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/096e5f1071df15c703e04e04fc9d641250ca8bd3337bda5d7caa596ba4916d15.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0986ff240b3dde986f3295767708f72283fa5a7f4b73e6e4689ad101a8c78e62,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0986ff240b3dde986f3295767708f72283fa5a7f4b73e6e4689ad101a8c78e62.sol,review_pending,1,CallToUnknown,3,^0.4.19,0,0,0,0,0,1,0,0,1,1,,,,-1
09873ed7c6d2f93d0448260ed3a613a7aea8b9d2056ac326d17ddb0606d12611,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/09873ed7c6d2f93d0448260ed3a613a7aea8b9d2056ac326d17ddb0606d12611.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
0a3989184255c372f4cd2c354312a0b3a2740086687675003b43638fd6c2cd53,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0a3989184255c372f4cd2c354312a0b3a2740086687675003b43638fd6c2cd53.sol,review_pending,1,CallToUnknown,3,^0.4.8,0,0,0,0,0,1,0,0,1,1,,,,-1
0a76b54355e3caed363676dbac75fa504228280fef1d4dab7fde7c62ce3c11f8,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0a76b54355e3caed363676dbac75fa504228280fef1d4dab7fde7c62ce3c11f8.sol,review_pending,1,CallToUnknown,3,^0.4.8,0,0,0,0,0,1,0,0,1,1,,,,-1
0aec818549bdd35314eee4cc6e8e90adeb67f961be4fa58f12ea75d382c8af5d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0aec818549bdd35314eee4cc6e8e90adeb67f961be4fa58f12ea75d382c8af5d.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
0b0c4b029b843869beaeae4a5a2e3dfb620f0d1e9101bb216398948cba2dd758,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0b0c4b029b843869beaeae4a5a2e3dfb620f0d1e9101bb216398948cba2dd758.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0b279d491b3db8e3ba2dd0806d11eaa38eb011b5fd8534449a1d4bb516854730,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0b279d491b3db8e3ba2dd0806d11eaa38eb011b5fd8534449a1d4bb516854730.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0be5022f8cb154638718075b4d4c000d50be5542b69e1f57752ff405b0a6856e,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0be5022f8cb154638718075b4d4c000d50be5542b69e1f57752ff405b0a6856e.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
0c1e911c95fd57a91c029224608acb140ffecf6937b1ed16012d6820b7aa419f,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0c1e911c95fd57a91c029224608acb140ffecf6937b1ed16012d6820b7aa419f.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
0ceb65c99c4451e4b4558a816682692f714a36df645e6b2926a4a7ff5f217f55,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0ceb65c99c4451e4b4558a816682692f714a36df645e6b2926a4a7ff5f217f55.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
0cfa2b22324dfb0055da72ec0c08a261aa4c95173123068d945276296de873d5,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0cfa2b22324dfb0055da72ec0c08a261aa4c95173123068d945276296de873d5.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
0d03d50d27a91f151fc322b725c7c7a88c335dbd8333f432fd9b5c6f839b771c,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0d03d50d27a91f151fc322b725c7c7a88c335dbd8333f432fd9b5c6f839b771c.sol,review_pending,1,CallToUnknown,3,^0.4.13,0,0,0,0,0,1,0,0,1,1,,,,-1
0d6fbf8a20f004f1852ce1c9fd85fcb5243041fd54245ff3a86e8611d03152c0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0d6fbf8a20f004f1852ce1c9fd85fcb5243041fd54245ff3a86e8611d03152c0.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0da3c6182e11bdcf0132df618097c8a5ebd25d79c33e9dd1b0f7e63557661f4f,BCCC-SCsVul-2024/SourceCodes/NonVulnerable/0da3c6182e11bdcf0132df618097c8a5ebd25d79c33e9dd1b0f7e63557661f4f.sol,review_pending,1,Timestamp,2,^0.4.24,0,0,0,1,0,0,0,0,0,1,,,,-1
0da541a7199cfd5183d28b5f909d7ddd458b7297c59d15194607ee5696994970,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0da541a7199cfd5183d28b5f909d7ddd458b7297c59d15194607ee5696994970.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
0de2e9dcd510050e6d8783f309c2bb55eac8c331c33333d51e96a71bd9457203,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0de2e9dcd510050e6d8783f309c2bb55eac8c331c33333d51e96a71bd9457203.sol,review_pending,1,CallToUnknown,3,^0.4.2,0,0,0,0,0,1,0,0,1,1,,,,-1
0e0f309891e3ee74046bb8929924bac86085c5346f669d9f681c8286e32ea0f9,BCCC-SCsVul-2024/SourceCodes/IntegerUO/0e0f309891e3ee74046bb8929924bac86085c5346f669d9f681c8286e32ea0f9.sol,review_pending,1,IntegerUO,2,^0.4.10,0,0,0,0,0,0,0,1,0,1,,,,-1
0e67dbb49dbc37cf2c05babc29fcce382e9b55f2117b4618ae1fc9d594a276e0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0e67dbb49dbc37cf2c05babc29fcce382e9b55f2117b4618ae1fc9d594a276e0.sol,review_pending,1,CallToUnknown,3,>=0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
0f764a036d93f336b348cec8b15e73ae2a6e37157a76087a508db69c714439da,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0f764a036d93f336b348cec8b15e73ae2a6e37157a76087a508db69c714439da.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
0fb5e0a9a11a523ff7319c5cb1cd25c78f8bc71497727a47786458c4e64eb47e,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/0fb5e0a9a11a523ff7319c5cb1cd25c78f8bc71497727a47786458c4e64eb47e.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
105e5ea3b581cb4ffb6964be96e813c083b20c60c9d3b084ea5bc5ca9a48b2f7,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/105e5ea3b581cb4ffb6964be96e813c083b20c60c9d3b084ea5bc5ca9a48b2f7.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
106cc9a622d6a76daa858dd1b64310ad548cf506e98aa4306e701cc041774dc0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/106cc9a622d6a76daa858dd1b64310ad548cf506e98aa4306e701cc041774dc0.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
109d9ee04015f18fd4c0f354aa6736f5d7e4e08e191886608f5b063beca35f63,BCCC-SCsVul-2024/SourceCodes/IntegerUO/109d9ee04015f18fd4c0f354aa6736f5d7e4e08e191886608f5b063beca35f63.sol,review_pending,1,IntegerUO,2,^0.4.24,0,0,0,0,0,0,0,1,0,1,,,,-1
10a26dd9a6e2b3bf1ff854bc5ab84df5ae181c2ceee87aa5725d07fd9eda10a4,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/10a26dd9a6e2b3bf1ff854bc5ab84df5ae181c2ceee87aa5725d07fd9eda10a4.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
10e837f2c30998d9bf82119d3909bcdb8200e62e9311b64249da095cdea13c12,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/10e837f2c30998d9bf82119d3909bcdb8200e62e9311b64249da095cdea13c12.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
11c0c9fd5282667a3826bf83d8619fa89942f470e425e4d7cf546b9263c285ce,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/11c0c9fd5282667a3826bf83d8619fa89942f470e425e4d7cf546b9263c285ce.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
1222533ec7bf435c01abe12d79e922a824380e466eb82ca21d2cbcefb86d7d2c,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1222533ec7bf435c01abe12d79e922a824380e466eb82ca21d2cbcefb86d7d2c.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
12412cbe9205e10996d29100709ed8b79d0f57f69541c53cf50ed15160fdff67,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/12412cbe9205e10996d29100709ed8b79d0f57f69541c53cf50ed15160fdff67.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
1356ebeb907d8a7d7e40991d7ef2fd68bfc789afb99e1c043f34d6f1855fd648,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1356ebeb907d8a7d7e40991d7ef2fd68bfc789afb99e1c043f34d6f1855fd648.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
143dae5b295530362d9a7f91827370f2c7a4bfee53c636c5bf9b48f2e0e6fa6c,BCCC-SCsVul-2024/SourceCodes/DenialOfService/143dae5b295530362d9a7f91827370f2c7a4bfee53c636c5bf9b48f2e0e6fa6c.sol,review_pending,1,GasException,5,^0.4.15,0,1,1,0,0,0,1,0,1,1,,,,-1
14c18ee5174293d469fd155f13ebef7859b24d49e885cb614a17d1e6e9d2b87d,BCCC-SCsVul-2024/SourceCodes/IntegerUO/14c18ee5174293d469fd155f13ebef7859b24d49e885cb614a17d1e6e9d2b87d.sol,review_pending,1,IntegerUO,2,^0.4.24,0,0,0,0,0,0,0,1,0,1,,,,-1
150344193baf04aa13269abf2c13babddc1ddd034954ce2744938093312473a6,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/150344193baf04aa13269abf2c13babddc1ddd034954ce2744938093312473a6.sol,review_pending,1,CallToUnknown,3,^0.4.16,0,0,0,0,0,1,0,0,1,1,,,,-1
1551ec98f169c51db36ae5c50d3f6fbdd77a09888f523a280a0b53afe8155992,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1551ec98f169c51db36ae5c50d3f6fbdd77a09888f523a280a0b53afe8155992.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
1580e081974e23a70f172c562bbf994d88c56a1d0ba7f1b9a4ad4f8335aa494f,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1580e081974e23a70f172c562bbf994d88c56a1d0ba7f1b9a4ad4f8335aa494f.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
158160bb4bf43c5d6b053247607360f8190e52fdc3b0af593853696bf628d103,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/158160bb4bf43c5d6b053247607360f8190e52fdc3b0af593853696bf628d103.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
1587df0203131b91e5ab82af78f50664f8fd1b834050bc5de5cd82c07f108db0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1587df0203131b91e5ab82af78f50664f8fd1b834050bc5de5cd82c07f108db0.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
15e512a7f9d5af2a334880643de164af5d50d68be1b43038f7979e036282ce46,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/15e512a7f9d5af2a334880643de164af5d50d68be1b43038f7979e036282ce46.sol,review_pending,1,CallToUnknown,3,^0.4.13,0,0,0,0,0,1,0,0,1,1,,,,-1
16212a463b7352b1032fdcc2262c17df55e4a376ca84c85b7b9e9fff19073623,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/16212a463b7352b1032fdcc2262c17df55e4a376ca84c85b7b9e9fff19073623.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
16374cca9379772a016df8c28c7e652506301ac9150145b960e002b8976813ca,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/16374cca9379772a016df8c28c7e652506301ac9150145b960e002b8976813ca.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
16519fda248ff741023f1a05ce0ce0ef6195558b9c08e578590a9e3248f5175d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/16519fda248ff741023f1a05ce0ce0ef6195558b9c08e578590a9e3248f5175d.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
168cd7c163919f4116324032c8a4444d34c85cf3de795611ac9d56444bf0afa8,BCCC-SCsVul-2024/SourceCodes/IntegerUO/168cd7c163919f4116324032c8a4444d34c85cf3de795611ac9d56444bf0afa8.sol,review_pending,1,IntegerUO,2,^0.4.16,0,0,0,0,0,0,0,1,0,1,,,,-1
16a86316f0b0bf4ce86be8797c01805384c9492727910947801a469f71463171,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/16a86316f0b0bf4ce86be8797c01805384c9492727910947801a469f71463171.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
1751d1f19fe8a06af28565bfa366283ab66cc30096887701bd81bbbb7fde6e05,BCCC-SCsVul-2024/SourceCodes/NonVulnerable/1751d1f19fe8a06af28565bfa366283ab66cc30096887701bd81bbbb7fde6e05.sol,review_pending,1,Timestamp,2,^0.4.24,0,0,0,1,0,0,0,0,0,1,,,,-1
1784bea6da419ec4acf3a636ad0e71dbc41fe8f2255cd529e448c3dc9d667705,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/1784bea6da419ec4acf3a636ad0e71dbc41fe8f2255cd529e448c3dc9d667705.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
17d5fad55c8e9abb0b61666d1cfeca4d9c692457b1235a99d66764597c9276b9,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/17d5fad55c8e9abb0b61666d1cfeca4d9c692457b1235a99d66764597c9276b9.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
193f344e76b60ec5b8cb745ba348b36f27dd2941a275d064ce14aacb738a2381,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/193f344e76b60ec5b8cb745ba348b36f27dd2941a275d064ce14aacb738a2381.sol,review_pending,1,CallToUnknown,3,^0.4.17,0,0,0,0,0,1,0,0,1,1,,,,-1
19716a45b1de332787adaafc2a734de79a5180c3d56370ecd4b8e0a8316c6988,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/19716a45b1de332787adaafc2a734de79a5180c3d56370ecd4b8e0a8316c6988.sol,review_pending,1,CallToUnknown,3,^0.4.0,0,0,0,0,0,1,0,0,1,1,,,,-1
19764fb69c65b3e27f12674a888c3388afe8e94a1d6dacf6cae2244a75680210,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/19764fb69c65b3e27f12674a888c3388afe8e94a1d6dacf6cae2244a75680210.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
