id,n_pos,is_nv,is_nv_vuln_contradiction,has_Class01:ExternalBug,has_Class02:GasException,has_Class03:MishandledException,has_Class04:Timestamp,has_Class05:TransactionOrderDependence,has_Class06:UnusedReturn,has_Class07:WeakAccessMod,has_Class08:CallToUnknown,has_Class09:DenialOfService,has_Class10:IntegerUO,has_Class11:Reentrancy,has_Class12:NonVulnerable,in_tod_folder,in_wam_folder
05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0604cd3138feed202ef293e062da2f4720f77a05d25ee036a7a01c9cfcdd1f0a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
062f50753b9095ee2eff40f888d93e61f2ffeb661bb126d15229f03e0463bdb4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
064c3e311ef63912b0cc91db9681ce2d301c3e76c447febf8faa303de38cc005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
068814875fcdfb8faf539ef43cf5d109a22b7cfd28770e90b00be8c48bfc722f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
06b2d82840e43ed8432b3f444de18b57dbe60637c99379c708aa8e66de83dbc1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0788979fc9366e21cd56311511b897a222cf91711481bcd7dc837eac2172d087,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0791963ca2667a23cf3268ad25d7bb6ca0ed287b192869703cdbcf0e87934c33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
07bed92aab16ecdd9c886a79e44f0c0b02d70c746c593eaa3b8acf24e687bcd8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
07e46896ba89f88776fed50a1b7895129f9b9af7d3b8b33ca23af478bb818d6c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
08490295488a1189099751ebeddb5992313dd2a831e07a92e66d196ddc261777,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
085b2a38876eeddc33e3fbf612912d3d52a45c37cee95cf42cd3099d0a3fd8cb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
085bcb597bbd610a7f0f955301d0fe3734b92a7144e87f68e8b5beec1a09b55b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
08647d4fab7cf90c3de9f1cecb090a5a595da1c2d4189acb22b606c1a1fc9bb2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
089ee14b926fabea6dd95890032d1a37e69c1011c710977af774ec3a7b5b39a6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
090d3859ff6840b2280f4708cf08cdaed873d967183a4d1deedc1a7964a21eee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
093434a3ee9e0a010bb2c2aae06c2614dd24894062a1caf26718a01e175569b8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
096012b7ebcaf56d1d63b2784d2b2bbdeae080d72ad6bd1b9f7018e62a3c37d0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
09895de0407bcb0386733daa14bdb5dfa544505530c634334a05a60f161b71fc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
09a1b036b82baba3177d83c27c1f7d0beacaac6de1c5fdcc9680c49f638c5fb9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
09deb66969234edea9a28f53e87747aaf2a616a1a4f09af5aff3acd367f27754,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
09eac95eb995b821f45353054da3c7eec5f5171fb061de72f1890679956b12a8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0a1f1256f9bac68e806442aa76455bb761af5414855efa23c1b3fd54477c0ba1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0a2d643bfd24a028cd236e76575d828424ccffbfa47392bd09d8ca9dc85e2f8d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0b06d2ffebd5c025cf444cb95a73e1fff046569238eafd1e80f511ea2a807de3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0b0fc3be2ee8d1d33518036b0f38402ee7bc022380a0b9653886019d38acd128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0b1ccb1a3ebcd7d52db67f23db792fe7e67e992f49081df4502ffd2b61dda086,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
0b35b06a22779418f775a804f36485f7bc978071d1709ad263a68f4f18117b11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0bba869d7f392cbcaca6b8935ddc7fc3a8c50846d884959333fb7da475957511,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0c658eb5d61e88c86f37613342bbce6cbf278a9a86ba6514dc7e5c205f76c99f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0cce0bd361c46fcde41daebc801da75e21320763dc2b1a5a62d9b28e7c3e1d10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0d055cd95c27d0dc8f440ac3a78f8a5899e60efa9ba39693f4fc3309ff39bf28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0df5486b7bca884d5f00c502e216f734b2865b202397f24bca25ac9b8a95ab4a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0dfcddb0440e967f05bb68ca09a5e2188b8abc36bfb5b95b83b88be59c42c6e7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0e12831a7047f759733b21f028525039607350b1b1b4fe904595427e72ea0d9b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0e17daca5f3e175f448bacace3bc0da47d0655a74c8dd0dc497a3afbdad95f1f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0e6523810856a138a75dec70a9cf3778a5c70b83ac915f22c33f05db97cb3e68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0e78437805639c14d6413de94c031fd1babdb561b7728d31ae06bfc5ff1766d4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0ebb3519a0c4044c4571b2408a52e7ed8009564205ca65a69fd43f232352f256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0ef962215cc055786d516355238a80dacc204ecf9b160d0a252190bf5c0cc370,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0f4121d0ef1df4c86854c7ebb47ae1c93de8aec8f944035eeaa6495dd71a0678,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0f78540965a86402578f8188c826c1cb6c7ddcb608ae3a3201e532c7cacb6ce3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0fbc9039145b6449a7765dcc00d3bd8377d93ac8cccda9f0292b5976e6d67c75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0fd42b3f73c448b34940b339f87d07adf116b05c0227aad72e8f0ee90533e699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
102624ac0a714fa26aa0f8569b1aa0f0f80c4b34de420d2bb9e46b3dfdbec039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1038e0b72d98745fac0fb015fd9c56704862adf11392936242a2ff5a65629f50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
10716564f7bea47036cae9a39adc7dcd395850714228939a2b508d4e57d61824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1086d35563c495c1cecbce12135cab3b945e01dd185ea2c1dc8ace5ad988977e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
108c995b953c8a35561103e2014cf828eb654a99e310f87fab94c2f4b7d2a04f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
10ba045e9ee40807e57f6093280b9fa9eaf640ba4955e340ae4c749382ad96fc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
10c6ae2d502c822368e4dfe5177458293348d9f2d97ea1702cdb5370f0afc4da,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
10e4e7caf8b078429bb1c80b1a10118ac6f963eff098fd25a66c78862ae5ebce,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1158e7e12c5e7362318e5e3c2e1f2f1ab49578ab1d1691e9818a7c3f6b30b528,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
11f8e31ccbdbb7d91589ecf40713d3a8a5d17a7ec0cebf641f975af50a1eba8d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1207fb0c3ada2fcd2dc63b1140cb9063253d38f22e3d64cd723a01faa4f9c165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
12132cd6767ee325d35883d25c0b7f5e1d142d60d33c563c39cea29984dcea57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1253e9373e781b7500266caa55150e08e210bc8cd8cc70d89985e3600155e860,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
12bdc9eedc0abc0dc0f5a4c36836d8bac9a5b78de2e10a4747859a305f6d4535,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
12e2c8df501501b2bb531e941a737ffa7a2a491e849c5c5841e3b6132291bc35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
12e967ca0f368d0d8511518c58c6929146650bb1babce4448263e67722dd0161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
12f26af0dcdfae8fe4331d6a4c369edd549220cdeb119b3b1831b2a2cf77f281,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
130790feced08212eed7d1490dd4d7abf138543be61a4744a03f69ecb9609764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
130a997b0ebd006f3d3e8842f8eb1b7a735e65be3b3d9a1f72f7c93beda7e626,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
131b0c35e2d7edef9dd63f48eff39341ef0a5f770538aa4e0017f41b9cdb135d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
13671077b66a29874a2578b5240319092ef2a1043228e433e9b006b5e53e7513,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
138533fc5d69a9c176cb0f6ed437c514779028aaf8ffe29cb3c3fd49774d62aa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
143eed3cebf354da14fe6642d4490e322d20c86d6ce8640495fbda0add1d388f,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
149239c3832e546398de98cff456f9d93162ab2aab6adacaf926cae1ed0287ba,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
155d1cf609cedded2fbc27a4646de87ce7f7de2913b1e5a1bbf148a6df483e19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
156091ee0884f36de9836d58b6f05f357ec6ef0620c571577ac61f7beac35f8e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
15857f4e4f9f64365395d3d8fab135f03a3d278ef792960c9959f9c3d9666dc0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
15a26c6fa5151c712acc7ee45a1fd525ab85b801f096847c7d5fdf49efeabb4d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
162753c27c8b32975a0edf5e89ab4ed8e2f06f02a182e0f181481cc050fdcc72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
16badfc6202cb3f8889e0f2779b19218af4cbb736e56acadce8148aba9a7a9f8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
16dc368a89b428b2485484313ba67a3912ca03f2b2b42429174a4f8b3dc84e44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1706be6c293444756e72b05e4afa9eb1038e552ac6ce058309451ef7ddad7748,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
172e1676eda470ede17e9d491554bcbe97ba4691f92880064c8cb29ec35a467e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
17b17eca92b8446ec9ce4470938927c57863c06bb5e2e14d304413474764e741,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
182dc6b90f1c9cd913c39a6b5506f582caba9ddeadafe32f5bdbac25efd705ac,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
188c1fdca79d927f6e812133173fc41d3a4e57074de521020274caa9bb29af7d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
18beb4813723e788a1d79bcbf80802538ec813aa19ded2e9c21cbf08bed6bee3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
18d37c950a3e810d9b9a84c72c230ca16b7cec19f7fb55c625e5441790d448ef,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
19a22341f5173f45046bc6d4a35981407f88238ca043ae26d4b188abc4270bde,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
19e68d9fe08f7c4ac18948bf437400f955359b1cf21a86544342427695c3c938,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1a1cf797fabe7f95836fabeca626907c77b3e6c9aff7c2290b396a238c69362e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1a42d5267aba37d7057cadd672fefef04771be2476eeee231d6f56a8e1f57733,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1a5659493256d9eb296edea686b14dfd94116d21c8ab25ec0ca46a46f617067e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1a6562590ef19d1045d06c4055742d38288e9e6dcd71ccde5cee80f1d5a774eb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1a6d9c97798d8997f85ed9228296d533be6b47f97217709d7e2b628e21800220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1ad269a743bd01b5bb74f135c332a4acc98ef1a570d966fcd6a801de6d9ae3bc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1b3c33580f2e2094cbde0bfd58f8008ee6e29c06643ca310222045c82fe0ab0e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1bcb02420f3605f23e30887ca3dfb89403485ddba0d61e3c1ca05a2071f2e05b,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
1bde41ce9b4fccbf7dde0dc315d1aea5fa03f78c56feb1ba744be9e37fab2dce,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1be00341082e25c4e251ca6713e767f7131a2823b0052caf9c9b006ec512f6cb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1bee34b6262a7777362f96e3dd5635764e820f97bab9772f492397774a38d74a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1c63ed9164d61acfd1f4f3a7b6dfacbd98d1dc01e755b7b558c6af0491154a2e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1c6c0bb2c7ecdc3be8e134f79b9de45155258c1f554ae7542dce48f5cc8d63f0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1c8dcc518b9942ef52885666bfb82260c287afbbeebb71e741b1262099424f11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1cc6f75e7069619b455e1623c672011b018f1f891131a2b05a6ab670fc69dd3e,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1d2028ddcd746a7ee87dd0739d7435602b77d4908f96e27ebdad57b09aa27b69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1d28c120568c10e19b9d8abe8b66d0983fa3d2e11ee7751aca50f83c6f4a43aa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1da51b8d8ff98f6a48f80ae79fe3ca6c26e1abb7b7d125259255d6d2b875ea08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1de4842b42fa3db35fc4cf058a02acb057a8df02d0d3cdc96e686551aee25a39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1de4d95a81eb1780d5c21a880a8be6595306670af426e40872b2a03c5cfb9996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1e472b39b105d349bcd069c4a711b44a2fffb8e274714bb07ecfff69a9a7f67b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1e5ee5e58c8f490ae68e7e91b1575ebefc2bf6c211f302a553ff0c4925e85321,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1e68ed4e3d58a51096a7feea3947f40debf1fd9246ec977eb62ab93c81823ad9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1f09802c4beac758321ae8a9f94d752b0976c7d54baa6e511bba8a7374107bef,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1f594da9b409f7f4b9dc5015a81761b2fc2dd60eec773f74539bdfd30c552c89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
1fee42abb2999b9107d8e5692ff5ec6dae67ed67d66b331a3b6ed686ba3c6ae5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
200dd69b70a88134b3a939de5f0b10c44a1675344329b9d9a5ad6b7342f978b2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
2099a9b5f777e242d1f9e19d27e232cc71e2fa7964fc988a319fce5671ca7f73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
209eb5f20ab018ff6f1e42b98e5b57921aa4e2b7a7b683de32458b7153720a28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
20ca98162ba780883712eb701c84e4c06f73aba78e903935a9ad799193b4627f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
20e9c64c05a54d199610fb7e38135361324b5ed5dcf39c23afe9b48926c07376,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
21900f41ecb7b8e6cfd9250f096aad2fe7f6d8fbec9436b2d28e48c304ff8255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
219de1387a6743e583e805aad3bf0ffc69dc2107e6d233d43ee8ab62434729e9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
21eb478c997305f06e5e0d043d3ec5acc63a85938da69e14f239f34a8348fc54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
21ef779311a43f0e067d0f4f600bb5451a8a7e093662086a1fe6a75d27d7892a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
2212d25603c7180952a3338782480f6f771da879d485a1f5166080bed8ea82f4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
226eeb76d203c391c3251c7e209d5dad10abd93276105b365be63a653a4503ea,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
226f76b55acb49701e06ded1d95165d179458f6fc37f5c6fc760ae30dec1c378,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
227445a988500528d7826c6921d2e3b4a79ccf3a94cc3bcf7b667e3ae4990b36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
2289b221b39605c3494e7290856218e931c00af556cf7a07827108193b276511,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
22c0f749caa8f4938356327ae07658e3ccb2aa675bbd8f7a8577eb0bf146b95e,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
22cdd352056c42ac1a6d01d6bd4f8e8ed1c27fb9addc6e500a59f88b57e4612a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
234666d765f4c0a26cf4d96eced9155888477cb9b19e8cb48ae4ea79ce1b28de,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
237b1a6a0634ef1bc27f0a576f8d64e9c7a3d7cc749f500dac680ecec78d9a67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
239239388d65e51f0133c4dc8b356c31672e04741a3ff898150116dd330fc7dc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
239c720b081339dfca6741c2017d418ab540a3cf65ec04cf03523c9700873ebd,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
23c5910b8b10cfa86e40099cf01e5c2b36f4dd0a903f0c60e5517ea177f4d390,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
23c657f2efda7731a3c1990b25f318fa2eb1332208f97ab9cc2a7eac70ab5a76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
23e8b0175874e1bb3b4799e13a6634a8eddb456c1b8675b871e07ec09abc0c07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
242e5779cad3ddec7bde97c7b4ede470cc87182e27087e6c53256befd911836e,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
2452984f72ef1195df62ab3f23748777dbf39767229425f1bfd0862d476e5840,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
2499d690642faa4da2a67b078236d1c031217f3c31cf2da2142c8e84e3d617f1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
24be8ee76308afb924abfaf26212411f2b66e53b9ce2534e5c9f88354c88cc39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
25bc95a09ecf43de4d86ba2e2de0ef9ae7026c2a1c906d11fc11da1321d26b32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
