id,primary_class,n_pos,bccc_folder,bccc_file_path,loc,n_functions,n_events,n_modifiers,vuln_set,Class01:ExternalBug,Class02:GasException,Class03:MishandledException,Class04:Timestamp,Class06:UnusedReturn,Class08:CallToUnknown,Class09:DenialOfService,Class10:IntegerUO,Class11:Reentrancy,Class12:NonVulnerable
049100f0cd7db2d0c7fcc13671a5030a9edec5412240357eb33a6b2535f9074d,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/049100f0cd7db2d0c7fcc13671a5030a9edec5412240357eb33a6b2535f9074d.sol,224,21,4,2,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
04e386a6fd32aa9d0f65ec6e80a0273685c2cef6efdc7350786cf9b916bfd562,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/04e386a6fd32aa9d0f65ec6e80a0273685c2cef6efdc7350786cf9b916bfd562.sol,102,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
05f376eda0339757e08b015c4ce87c99c985f6f541a8116d9f88c2121f307e3a,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/05f376eda0339757e08b015c4ce87c99c985f6f541a8116d9f88c2121f307e3a.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
065056682853c8afe29a2734db917d4c5c3073f6108fa855cc4f2bcb6a653cf8,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/065056682853c8afe29a2734db917d4c5c3073f6108fa855cc4f2bcb6a653cf8.sol,373,16,9,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
06ad1dd7775549c700dd2cf5b2f1b8dd25da3a5899d72a274c07da4bd0ecf5ee,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/06ad1dd7775549c700dd2cf5b2f1b8dd25da3a5899d72a274c07da4bd0ecf5ee.sol,151,17,8,4,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
06baa365091c3211d934ae5c33e78a1762765895e06b47c304afc53475155bf7,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/06baa365091c3211d934ae5c33e78a1762765895e06b47c304afc53475155bf7.sol,142,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
06d360e1acd3cdb6e5ba3837d10ff7a9cd2b84b67bd725d319419487ce341984,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/06d360e1acd3cdb6e5ba3837d10ff7a9cd2b84b67bd725d319419487ce341984.sol,131,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0798022f2f2d87b44c2167eeac541becab8b5c38cc0555e0b26dfddbcb143b5b,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0798022f2f2d87b44c2167eeac541becab8b5c38cc0555e0b26dfddbcb143b5b.sol,125,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
07cfa2fb9c8f9e207c77df8a0ca007d4f9daad9237170e28e06a5af585c73245,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/07cfa2fb9c8f9e207c77df8a0ca007d4f9daad9237170e28e06a5af585c73245.sol,229,22,4,2,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
07d24c95b2c2e2e96f95add3bde7ce2453b2bb773826c0162d22ff5295db6428,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/07d24c95b2c2e2e96f95add3bde7ce2453b2bb773826c0162d22ff5295db6428.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
07eca8bb720c023bd8e84778f730358d0b33a4a712d0e22d3a962821a61b1cef,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/07eca8bb720c023bd8e84778f730358d0b33a4a712d0e22d3a962821a61b1cef.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0842ed00776484ff893b4cc7aaa4c9e71cda3efe571cd71511f9ef7eb1195881,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0842ed00776484ff893b4cc7aaa4c9e71cda3efe571cd71511f9ef7eb1195881.sol,437,24,1,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
08525df5aea6bd924bad78e111ae8e40ba2aeae6040e8cac158ae739aa4f198d,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/08525df5aea6bd924bad78e111ae8e40ba2aeae6040e8cac158ae739aa4f198d.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0892d17a17549ed592c06a606f8b80971c364088c36e4ba0f3aa84879f7c09ba,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0892d17a17549ed592c06a606f8b80971c364088c36e4ba0f3aa84879f7c09ba.sol,148,22,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
095c30643f6d49777f672381281c3799b4f6022548abd0dc4750b03ab820f8cd,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/095c30643f6d49777f672381281c3799b4f6022548abd0dc4750b03ab820f8cd.sol,148,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
096e5f1071df15c703e04e04fc9d641250ca8bd3337bda5d7caa596ba4916d15,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/096e5f1071df15c703e04e04fc9d641250ca8bd3337bda5d7caa596ba4916d15.sol,135,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0986ff240b3dde986f3295767708f72283fa5a7f4b73e6e4689ad101a8c78e62,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0986ff240b3dde986f3295767708f72283fa5a7f4b73e6e4689ad101a8c78e62.sol,117,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
09873ed7c6d2f93d0448260ed3a613a7aea8b9d2056ac326d17ddb0606d12611,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/09873ed7c6d2f93d0448260ed3a613a7aea8b9d2056ac326d17ddb0606d12611.sol,300,26,4,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0a3989184255c372f4cd2c354312a0b3a2740086687675003b43638fd6c2cd53,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0a3989184255c372f4cd2c354312a0b3a2740086687675003b43638fd6c2cd53.sol,148,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0a76b54355e3caed363676dbac75fa504228280fef1d4dab7fde7c62ce3c11f8,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0a76b54355e3caed363676dbac75fa504228280fef1d4dab7fde7c62ce3c11f8.sol,148,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0aec818549bdd35314eee4cc6e8e90adeb67f961be4fa58f12ea75d382c8af5d,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0aec818549bdd35314eee4cc6e8e90adeb67f961be4fa58f12ea75d382c8af5d.sol,155,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0b0c4b029b843869beaeae4a5a2e3dfb620f0d1e9101bb216398948cba2dd758,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0b0c4b029b843869beaeae4a5a2e3dfb620f0d1e9101bb216398948cba2dd758.sol,125,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0b279d491b3db8e3ba2dd0806d11eaa38eb011b5fd8534449a1d4bb516854730,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0b279d491b3db8e3ba2dd0806d11eaa38eb011b5fd8534449a1d4bb516854730.sol,130,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0be5022f8cb154638718075b4d4c000d50be5542b69e1f57752ff405b0a6856e,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0be5022f8cb154638718075b4d4c000d50be5542b69e1f57752ff405b0a6856e.sol,367,16,9,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0c1e911c95fd57a91c029224608acb140ffecf6937b1ed16012d6820b7aa419f,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0c1e911c95fd57a91c029224608acb140ffecf6937b1ed16012d6820b7aa419f.sol,226,19,2,1,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0ceb65c99c4451e4b4558a816682692f714a36df645e6b2926a4a7ff5f217f55,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0ceb65c99c4451e4b4558a816682692f714a36df645e6b2926a4a7ff5f217f55.sol,497,43,8,3,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0cfa2b22324dfb0055da72ec0c08a261aa4c95173123068d945276296de873d5,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0cfa2b22324dfb0055da72ec0c08a261aa4c95173123068d945276296de873d5.sol,361,16,9,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0d03d50d27a91f151fc322b725c7c7a88c335dbd8333f432fd9b5c6f839b771c,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0d03d50d27a91f151fc322b725c7c7a88c335dbd8333f432fd9b5c6f839b771c.sol,110,7,0,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0d6fbf8a20f004f1852ce1c9fd85fcb5243041fd54245ff3a86e8611d03152c0,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0d6fbf8a20f004f1852ce1c9fd85fcb5243041fd54245ff3a86e8611d03152c0.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0da3c6182e11bdcf0132df618097c8a5ebd25d79c33e9dd1b0f7e63557661f4f,Timestamp,2,NonVulnerable,BCCC-SCsVul-2024/Source Codes/NonVulnerable/0da3c6182e11bdcf0132df618097c8a5ebd25d79c33e9dd1b0f7e63557661f4f.sol,28,3,1,0,"('Class04:Timestamp',)",0,0,0,1,0,0,0,0,0,1
0da541a7199cfd5183d28b5f909d7ddd458b7297c59d15194607ee5696994970,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0da541a7199cfd5183d28b5f909d7ddd458b7297c59d15194607ee5696994970.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0de2e9dcd510050e6d8783f309c2bb55eac8c331c33333d51e96a71bd9457203,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0de2e9dcd510050e6d8783f309c2bb55eac8c331c33333d51e96a71bd9457203.sol,2318,155,4,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0e0f309891e3ee74046bb8929924bac86085c5346f669d9f681c8286e32ea0f9,IntegerUO,2,IntegerUO,BCCC-SCsVul-2024/Source Codes/IntegerUO/0e0f309891e3ee74046bb8929924bac86085c5346f669d9f681c8286e32ea0f9.sol,115,16,2,2,"('Class10:IntegerUO',)",0,0,0,0,0,0,0,1,0,1
0e67dbb49dbc37cf2c05babc29fcce382e9b55f2117b4618ae1fc9d594a276e0,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0e67dbb49dbc37cf2c05babc29fcce382e9b55f2117b4618ae1fc9d594a276e0.sol,1860,153,21,22,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0f764a036d93f336b348cec8b15e73ae2a6e37157a76087a508db69c714439da,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0f764a036d93f336b348cec8b15e73ae2a6e37157a76087a508db69c714439da.sol,380,16,9,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
0fb5e0a9a11a523ff7319c5cb1cd25c78f8bc71497727a47786458c4e64eb47e,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/0fb5e0a9a11a523ff7319c5cb1cd25c78f8bc71497727a47786458c4e64eb47e.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
105e5ea3b581cb4ffb6964be96e813c083b20c60c9d3b084ea5bc5ca9a48b2f7,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/105e5ea3b581cb4ffb6964be96e813c083b20c60c9d3b084ea5bc5ca9a48b2f7.sol,959,70,15,2,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
106cc9a622d6a76daa858dd1b64310ad548cf506e98aa4306e701cc041774dc0,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/106cc9a622d6a76daa858dd1b64310ad548cf506e98aa4306e701cc041774dc0.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
109d9ee04015f18fd4c0f354aa6736f5d7e4e08e191886608f5b063beca35f63,IntegerUO,2,IntegerUO,BCCC-SCsVul-2024/Source Codes/IntegerUO/109d9ee04015f18fd4c0f354aa6736f5d7e4e08e191886608f5b063beca35f63.sol,130,14,5,1,"('Class10:IntegerUO',)",0,0,0,0,0,0,0,1,0,1
10a26dd9a6e2b3bf1ff854bc5ab84df5ae181c2ceee87aa5725d07fd9eda10a4,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/10a26dd9a6e2b3bf1ff854bc5ab84df5ae181c2ceee87aa5725d07fd9eda10a4.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
10e837f2c30998d9bf82119d3909bcdb8200e62e9311b64249da095cdea13c12,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/10e837f2c30998d9bf82119d3909bcdb8200e62e9311b64249da095cdea13c12.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
11c0c9fd5282667a3826bf83d8619fa89942f470e425e4d7cf546b9263c285ce,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/11c0c9fd5282667a3826bf83d8619fa89942f470e425e4d7cf546b9263c285ce.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
1222533ec7bf435c01abe12d79e922a824380e466eb82ca21d2cbcefb86d7d2c,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/1222533ec7bf435c01abe12d79e922a824380e466eb82ca21d2cbcefb86d7d2c.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
12412cbe9205e10996d29100709ed8b79d0f57f69541c53cf50ed15160fdff67,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/12412cbe9205e10996d29100709ed8b79d0f57f69541c53cf50ed15160fdff67.sol,330,38,9,2,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
1356ebeb907d8a7d7e40991d7ef2fd68bfc789afb99e1c043f34d6f1855fd648,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/1356ebeb907d8a7d7e40991d7ef2fd68bfc789afb99e1c043f34d6f1855fd648.sol,128,22,4,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
143dae5b295530362d9a7f91827370f2c7a4bfee53c636c5bf9b48f2e0e6fa6c,GasException,5,DenialOfService,BCCC-SCsVul-2024/Source Codes/DenialOfService/143dae5b295530362d9a7f91827370f2c7a4bfee53c636c5bf9b48f2e0e6fa6c.sol,387,29,10,0,"('Class02:GasException', 'Class03:MishandledException', 'Class09:DenialOfService', 'Class11:Reentrancy')",0,1,1,0,0,0,1,0,1,1
14c18ee5174293d469fd155f13ebef7859b24d49e885cb614a17d1e6e9d2b87d,IntegerUO,2,IntegerUO,BCCC-SCsVul-2024/Source Codes/IntegerUO/14c18ee5174293d469fd155f13ebef7859b24d49e885cb614a17d1e6e9d2b87d.sol,59,3,2,0,"('Class10:IntegerUO',)",0,0,0,0,0,0,0,1,0,1
150344193baf04aa13269abf2c13babddc1ddd034954ce2744938093312473a6,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/150344193baf04aa13269abf2c13babddc1ddd034954ce2744938093312473a6.sol,124,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
1551ec98f169c51db36ae5c50d3f6fbdd77a09888f523a280a0b53afe8155992,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/1551ec98f169c51db36ae5c50d3f6fbdd77a09888f523a280a0b53afe8155992.sol,139,11,3,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
1580e081974e23a70f172c562bbf994d88c56a1d0ba7f1b9a4ad4f8335aa494f,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/1580e081974e23a70f172c562bbf994d88c56a1d0ba7f1b9a4ad4f8335aa494f.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
158160bb4bf43c5d6b053247607360f8190e52fdc3b0af593853696bf628d103,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/158160bb4bf43c5d6b053247607360f8190e52fdc3b0af593853696bf628d103.sol,461,26,10,9,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
1587df0203131b91e5ab82af78f50664f8fd1b834050bc5de5cd82c07f108db0,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/1587df0203131b91e5ab82af78f50664f8fd1b834050bc5de5cd82c07f108db0.sol,283,33,1,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
15e512a7f9d5af2a334880643de164af5d50d68be1b43038f7979e036282ce46,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/15e512a7f9d5af2a334880643de164af5d50d68be1b43038f7979e036282ce46.sol,226,26,3,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
16212a463b7352b1032fdcc2262c17df55e4a376ca84c85b7b9e9fff19073623,CallToUnknown,3,CallToUnknown,BCCC-SCsVul-2024/Source Codes/CallToUnknown/16212a463b7352b1032fdcc2262c17df55e4a376ca84c85b7b9e9fff19073623.sol,137,13,2,0,"('Class08:CallToUnknown', 'Class11:Reentrancy')",0,0,0,0,0,1,0,0,1,1
